Vehicle_ID,Station_ID,Vehicle_Type,Battery_Capacity_kWh,Manufacturer,Model_Name,Registration_Year,Owner_Type
52246,17830,SUV,53.3,Jeep,Avenger EV,2018,Corporate
52247,19815,Crossover,79.8,Tesla,Model Y,2022,Rental Agency
52248,20356,Three-Wheeler,45.3,Ford,F-150 Lightning,2021,Government
52249,11687,Hatchback,96.4,Volvo,C40 Recharge,2025,Individual
52250,22341,Minivan,64.8,Jeep,Avenger EV,2020,Educational Institution
52251,11566,Hatchback,79.4,Honda,e,2022,Rental Agency
52252,22313,Pickup,57.3,Maruti Suzuki,Futuro-e,2023,Fleet
52253,26057,Three-Wheeler,77.4,BMW,i7,2020,Individual
52254,10484,SUV,93.1,Tesla,Model S,2021,Educational Institution
52255,28071,Sedan,38.6,Ford,F-150 Lightning,2019,Corporate
52256,17200,Coupe,63.8,Kia,EV6,2021,Corporate
52257,27261,Crossover,52.3,MG,Comet EV,2019,Taxi Operator
52258,29653,Luxury Sedan,57.8,BMW,iX,2022,Delivery Service
52259,28970,Luxury Sedan,81.5,Renault,ZOE,2022,Taxi Operator
52260,17784,Electric Bike,72.4,Maruti Suzuki,Futuro-e,2025,Taxi Operator
52261,19987,Compact SUV,49.9,Kia,Soul EV,2020,Fleet
52262,26888,Electric Bike,50.4,Audi,Q4 e-tron,2022,Municipal Utility
52263,26987,SUV,67.2,Mahindra,XUV400,2023,Fleet
52264,20086,SUV,54,BMW,i4,2020,Fleet
52265,16179,Crossover,95.5,Tesla,Model 3,2024,Educational Institution
52266,18315,Convertible,46.9,Mahindra,XUV400,2024,Government
52267,21199,Crossover,79.8,Honda,e,2024,Government
52268,10113,Coupe,58.6,Kia,EV6,2020,Fleet
52269,29084,Truck,59.6,Maruti Suzuki,Futuro-e,2021,Fleet
52270,23566,Coupe,30.2,Audi,Q4 e-tron,2019,Educational Institution
52271,29231,Electric Bike,43.9,Renault,K-ZE,2025,Taxi Operator
52272,21945,Truck,64.1,Tata,Tigor EV,2018,Ride-Sharing Partner
52273,20341,Compact SUV,99.6,BMW,i7,2019,Ride-Sharing Partner
52274,18940,Coupe,62.8,MG,Comet EV,2022,Corporate
52275,21290,Luxury Sedan,63.4,BYD,Seal,2024,Ride-Sharing Partner
52276,19664,Electric Scooter,38.5,BYD,Atto 3,2018,Corporate
52277,26146,Electric Bike,69.7,Kia,Soul EV,2020,Fleet
52278,16237,Hatchback,36.1,Volkswagen,ID.3,2022,Municipal Utility
52279,18613,Compact SUV,37.1,Mercedes-Benz,EQB,2023,Ride-Sharing Partner
52280,20818,Coupe,43.1,Volvo,XC40 Recharge,2019,Individual
52281,17726,Luxury Sedan,74.4,Mercedes-Benz,EQB,2022,Municipal Utility
52282,13287,Hatchback,46.9,Volkswagen,ID.3,2024,Fleet
52283,28811,Electric Bike,93.2,Mahindra,BE.05,2025,Educational Institution
52284,28304,Electric Scooter,98.1,Maruti Suzuki,Futuro-e,2018,Taxi Operator
52285,22991,Crossover,94,Volkswagen,ID.3,2025,Fleet
52286,23524,Luxury Sedan,68.6,Mercedes-Benz,EQS,2022,Delivery Service
52287,27859,Electric Bike,41.8,BYD,e6,2021,Ride-Sharing Partner
52288,12281,Minivan,54.5,Honda,Prologue,2025,Fleet
52289,12194,Truck,86.3,Tesla,Model S,2019,Educational Institution
52290,26932,Convertible,62.7,Volvo,XC40 Recharge,2023,Educational Institution
52291,16435,Crossover,62.4,Kia,EV6,2024,Rental Agency
52292,13354,Truck,44.9,Kia,EV6,2022,Municipal Utility
52293,28692,Sedan,52.3,Mahindra,BE.05,2023,Ride-Sharing Partner
52294,12696,Three-Wheeler,95.8,Citroën,ë-C3,2024,Ride-Sharing Partner
52295,11115,Minivan,50.9,Nissan,Leaf,2024,Individual
52296,22576,Van,42.3,Volkswagen,ID.4,2021,Ride-Sharing Partner
52297,27322,Truck,42.3,MG,Comet EV,2024,Municipal Utility
52298,22225,Hatchback,58,Maruti Suzuki,Futuro-e,2024,Individual
52299,21336,Sedan,55.2,Volvo,C40 Recharge,2024,Rental Agency
52300,14467,Sedan,76.9,Nissan,Ariya,2025,Rental Agency
52301,16856,Electric Scooter,56.6,Volvo,XC40 Recharge,2025,Individual
52302,16390,Minivan,45.6,Tesla,Model Y,2021,Delivery Service
52303,14145,Luxury Sedan,92.7,Renault,K-ZE,2020,Taxi Operator
52304,13186,Luxury Sedan,75.3,Citroën,ë-C3,2025,Municipal Utility
52305,15223,Van,72.2,Tesla,Model 3,2020,Rental Agency
52306,29943,Three-Wheeler,76.1,Jeep,Avenger EV,2024,Fleet
52307,19489,Compact SUV,30.9,Volkswagen,ID.4,2018,Corporate
52308,11574,Compact SUV,61.6,Kia,EV6,2019,Municipal Utility
52309,23653,Truck,59.5,BMW,iX,2022,Ride-Sharing Partner
52310,25493,Luxury Sedan,45.3,Nissan,Ariya,2020,Municipal Utility
52311,17331,Crossover,86.8,Jeep,Avenger EV,2020,Ride-Sharing Partner
52312,29137,SUV,50.6,Kia,EV6,2021,Taxi Operator
52313,23664,Compact SUV,33.3,Hyundai,Ioniq 5,2020,Educational Institution
52314,23446,Three-Wheeler,38.3,Kia,EV6,2023,Taxi Operator
52315,16864,Crossover,74.6,Hyundai,Kona Electric,2024,Taxi Operator
52316,11406,Electric Scooter,57.1,Tata,Punch EV,2021,Delivery Service
52317,27250,Three-Wheeler,81.3,MG,Comet EV,2019,Taxi Operator
52318,27898,Pickup,97.3,Nissan,Ariya,2022,Fleet
52319,29476,Three-Wheeler,51.5,Jeep,Avenger EV,2022,Municipal Utility
52320,13491,Luxury Sedan,83.3,Maruti Suzuki,Futuro-e,2022,Government
52321,11492,Convertible,43.3,Kia,EV6,2023,Taxi Operator
52322,15928,Compact SUV,79.5,Jeep,Avenger EV,2020,Delivery Service
52323,18902,Sedan,88,BYD,e6,2024,Individual
52324,26835,SUV,46.1,MG,ZS EV,2019,Ride-Sharing Partner
52325,28680,Hatchback,55.6,BYD,e6,2021,Taxi Operator
52326,20423,Crossover,94.7,Ford,F-150 Lightning,2019,Municipal Utility
52327,26565,Compact SUV,62.1,Ford,Mustang Mach-E,2021,Individual
52328,18126,Hatchback,71.4,Maruti Suzuki,Futuro-e,2021,Taxi Operator
52329,24175,Truck,99.3,BYD,e6,2022,Individual
52330,23365,Convertible,77.2,Mahindra,eVerito,2020,Corporate
52331,14894,Crossover,59.2,Kia,EV6,2024,Government
52332,10404,SUV,37.2,Mahindra,BE.05,2019,Corporate
52333,23498,SUV,37.7,Renault,ZOE,2020,Municipal Utility
52334,17531,Hatchback,52.1,Kia,Soul EV,2022,Ride-Sharing Partner
52335,24407,Coupe,53.9,Volvo,C40 Recharge,2023,Rental Agency
52336,24266,Compact SUV,98.5,Kia,Soul EV,2019,Taxi Operator
52337,16649,Luxury Sedan,53.3,BMW,i7,2019,Fleet
52338,18771,Crossover,38.3,Tata,Punch EV,2023,Corporate
52339,23663,Hatchback,44.2,Mahindra,XUV400,2018,Ride-Sharing Partner
52340,22895,Luxury Sedan,65.8,Maruti Suzuki,eVX,2021,Individual
52341,29591,Compact SUV,38.7,Hyundai,Kona Electric,2018,Educational Institution
52342,10007,Crossover,58.6,Kia,Soul EV,2023,Taxi Operator
52343,13637,SUV,73.7,Hyundai,Kona Electric,2024,Fleet
52344,16801,Three-Wheeler,53.6,Maruti Suzuki,eVX,2019,Ride-Sharing Partner
52345,22661,Coupe,75.1,Volvo,XC40 Recharge,2019,Individual
52346,14736,Van,78.4,Kia,EV6,2024,Fleet
52347,27128,Van,67,Jeep,Avenger EV,2018,Taxi Operator
52348,10862,Crossover,67.3,Skoda,Enyaq iV,2023,Government
52349,23112,Coupe,78.9,Audi,Q8 e-tron,2020,Taxi Operator
52350,28409,SUV,45.4,Tata,Tigor EV,2022,Municipal Utility
52351,20832,Electric Bike,47.4,Volkswagen,ID.3,2025,Fleet
52352,19890,Luxury Sedan,80.3,Tesla,Model 3,2019,Municipal Utility
52353,20906,Compact SUV,79.2,Citroën,ë-C3,2023,Taxi Operator
52354,29676,Coupe,67.4,Mercedes-Benz,EQB,2024,Individual
52355,21490,Minivan,31.3,Renault,K-ZE,2025,Individual
52356,26207,Hatchback,53.5,Citroën,ë-C3,2022,Delivery Service
52357,10634,Electric Scooter,89.7,Hyundai,Kona Electric,2020,Corporate
52358,26482,Luxury Sedan,41.3,Volvo,XC40 Recharge,2019,Fleet
52359,11332,Crossover,67.3,Kia,Soul EV,2019,Delivery Service
52360,29710,Electric Scooter,39.6,BMW,i4,2023,Individual
52361,21551,Truck,85.8,Mahindra,XUV400,2020,Delivery Service
52362,21634,Coupe,98,Audi,Q4 e-tron,2020,Delivery Service
52363,22956,Truck,55.1,Maruti Suzuki,Futuro-e,2023,Corporate
52364,19468,Crossover,53.4,Jeep,Avenger EV,2023,Fleet
52365,15662,Electric Scooter,67,Mahindra,BE.05,2025,Corporate
52366,12111,Van,34.7,Honda,Prologue,2019,Rental Agency
52367,15388,Crossover,41,BYD,Atto 3,2020,Municipal Utility
52368,21851,Crossover,83.9,Renault,K-ZE,2024,Rental Agency
52369,17969,Electric Bike,90,Mercedes-Benz,EQS,2020,Government
52370,29624,Minivan,90,Skoda,Enyaq iV,2021,Rental Agency
52371,27155,Van,95.9,BYD,e6,2022,Fleet
52372,20840,Sedan,88.2,Tesla,Model 3,2025,Taxi Operator
52373,21570,Sedan,52.6,Nissan,Ariya,2024,Government
52374,14365,Hatchback,63.9,Honda,Prologue,2022,Corporate
52375,18232,Luxury Sedan,75.8,Mahindra,eVerito,2022,Taxi Operator
52376,28632,Crossover,33.7,MG,ZS EV,2021,Municipal Utility
52377,28180,Electric Bike,88.9,Kia,EV6,2025,Individual
52378,17756,Hatchback,66.4,Hyundai,Ioniq 5,2022,Rental Agency
52379,26646,Luxury Sedan,53.7,Jeep,Avenger EV,2018,Educational Institution
52380,28566,Electric Bike,80.9,Jeep,Avenger EV,2022,Ride-Sharing Partner
52381,12382,Convertible,53.1,Jeep,Avenger EV,2022,Fleet
52382,25604,Luxury Sedan,72.5,Renault,K-ZE,2021,Government
52383,23030,SUV,55.1,MG,Comet EV,2021,Rental Agency
52384,28611,Minivan,44.7,Volkswagen,ID.3,2025,Municipal Utility
52385,27705,Three-Wheeler,33.7,Citroën,ë-C3,2025,Government
52386,25329,Coupe,51,Volvo,XC40 Recharge,2025,Taxi Operator
52387,23476,Crossover,98.9,Mahindra,XUV400,2021,Delivery Service
52388,23924,Electric Scooter,49.1,Volkswagen,ID.4,2025,Municipal Utility
52389,27639,Truck,50.3,Kia,EV6,2024,Rental Agency
52390,28637,Luxury Sedan,77.6,Tesla,Model S,2024,Delivery Service
52391,12422,Three-Wheeler,53.1,Honda,e,2025,Municipal Utility
52392,16115,Truck,37.1,Maruti Suzuki,Futuro-e,2021,Delivery Service
52393,16472,Luxury Sedan,71.9,Renault,ZOE,2021,Educational Institution
52394,15094,Coupe,33.8,Honda,Prologue,2024,Taxi Operator
52395,25127,SUV,71.7,BYD,Atto 3,2023,Corporate
52396,12161,Electric Scooter,81.6,Skoda,Enyaq iV,2022,Corporate
52397,28591,Three-Wheeler,35.5,MG,Comet EV,2023,Individual
52398,18144,Hatchback,78.3,Audi,Q4 e-tron,2023,Educational Institution
52399,21411,SUV,50.5,Mahindra,BE.05,2020,Corporate
52400,25259,Coupe,93.4,Volvo,XC40 Recharge,2024,Corporate
52401,26021,Coupe,43,Audi,e-tron,2022,Taxi Operator
52402,13855,Sedan,62.6,Citroën,ë-C3,2025,Government
52403,26224,Sedan,43.4,Mercedes-Benz,EQE,2025,Fleet
52404,27260,Hatchback,32.7,MG,Comet EV,2019,Rental Agency
52405,24486,Compact SUV,65.1,Maruti Suzuki,eVX,2025,Government
52406,11709,Coupe,33.7,Mahindra,eVerito,2019,Educational Institution
52407,25034,Crossover,74.2,Nissan,Leaf,2023,Individual
52408,12770,Sedan,87.8,Volkswagen,ID.3,2018,Educational Institution
52409,25103,SUV,73.8,BMW,iX,2022,Educational Institution
52410,25629,Electric Bike,55.6,Nissan,Ariya,2020,Corporate
52411,16157,Minivan,57.3,Renault,ZOE,2025,Rental Agency
52412,13164,Coupe,52.3,Tesla,Model S,2025,Corporate
52413,15383,Minivan,37.6,MG,Comet EV,2021,Taxi Operator
52414,21091,Pickup,49.7,Ford,F-150 Lightning,2021,Taxi Operator
52415,26687,Truck,81.6,Ford,F-150 Lightning,2021,Municipal Utility
52416,12898,Compact SUV,78.1,BMW,i4,2023,Taxi Operator
52417,19835,Crossover,44.4,Audi,Q8 e-tron,2021,Rental Agency
52418,18581,Sedan,43.4,Kia,Soul EV,2019,Delivery Service
52419,16591,Coupe,53.5,Tata,Nexon EV,2023,Municipal Utility
52420,14794,Coupe,81.1,Hyundai,Kona Electric,2021,Ride-Sharing Partner
52421,13064,Electric Bike,79,Volkswagen,ID.4,2024,Rental Agency
52422,27292,Hatchback,67.8,Ford,F-150 Lightning,2025,Educational Institution
52423,23804,Convertible,97.2,Kia,EV6,2022,Rental Agency
52424,27279,Compact SUV,95.4,Tata,Tigor EV,2023,Fleet
52425,29253,Coupe,87,Citroën,ë-C3,2023,Ride-Sharing Partner
52426,22869,Compact SUV,92.6,BYD,Seal,2019,Corporate
52427,19217,Sedan,83.5,BYD,Seal,2018,Ride-Sharing Partner
52428,10020,Compact SUV,49,Maruti Suzuki,eVX,2022,Educational Institution
52429,13117,Minivan,39.1,Mercedes-Benz,EQS,2020,Educational Institution
52430,13238,Crossover,95.2,Tata,Tigor EV,2019,Municipal Utility
52431,29201,Crossover,48.5,Citroën,ë-C3,2020,Educational Institution
52432,24888,Compact SUV,92.2,Citroën,ë-C3,2024,Government
52433,20855,Three-Wheeler,82.4,Honda,e,2023,Taxi Operator
52434,19040,Van,57.3,Skoda,Enyaq iV,2024,Fleet
52435,21112,Coupe,64.4,Jeep,Avenger EV,2025,Ride-Sharing Partner
52436,17860,Pickup,58.1,Tata,Punch EV,2018,Rental Agency
52437,19189,Three-Wheeler,61,Ford,Mustang Mach-E,2022,Individual
52438,17388,Truck,97.3,MG,ZS EV,2019,Municipal Utility
52439,21327,Hatchback,70.5,MG,Comet EV,2024,Government
52440,18997,Minivan,62.9,Mercedes-Benz,EQS,2025,Fleet
52441,28839,SUV,86.4,Maruti Suzuki,Futuro-e,2025,Ride-Sharing Partner
52442,16023,Three-Wheeler,78.6,Skoda,Enyaq iV,2022,Ride-Sharing Partner
52443,19894,Hatchback,46.1,MG,ZS EV,2021,Fleet
52444,29315,Sedan,44.8,Mahindra,XUV400,2025,Fleet
52445,15702,Van,79.7,Renault,ZOE,2024,Educational Institution
52446,18050,Electric Bike,54.5,Honda,Prologue,2024,Rental Agency
52447,23712,SUV,67.8,Jeep,Avenger EV,2025,Municipal Utility
52448,11565,Crossover,43.5,Tesla,Model 3,2022,Rental Agency
52449,17014,Convertible,76.5,Jeep,Avenger EV,2018,Individual
52450,16288,Electric Scooter,38.6,Citroën,ë-C3,2020,Delivery Service
52451,19910,Sedan,89.8,Mercedes-Benz,EQB,2021,Educational Institution
52452,28298,Electric Scooter,52.3,Citroën,ë-C3,2019,Government
52453,21096,Van,85.4,Volvo,XC40 Recharge,2025,Educational Institution
52454,28973,Truck,39,BYD,Atto 3,2024,Educational Institution
52455,19124,SUV,93.5,Honda,e,2018,Delivery Service
52456,25452,Convertible,71,Renault,ZOE,2020,Ride-Sharing Partner
52457,13387,Van,38.9,Audi,Q8 e-tron,2020,Government
52458,28369,Sedan,67.3,BYD,e6,2024,Ride-Sharing Partner
52459,11509,Sedan,42.7,Renault,ZOE,2022,Rental Agency
52460,25869,Luxury Sedan,32.3,Citroën,ë-C3,2024,Delivery Service
52461,16407,Convertible,87,Jeep,Avenger EV,2025,Government
52462,14097,Sedan,93.8,Mercedes-Benz,EQB,2022,Government
52463,18969,Crossover,91.7,Volkswagen,ID.3,2020,Taxi Operator
52464,19395,Luxury Sedan,58.2,Mahindra,eVerito,2021,Rental Agency
52465,21737,Hatchback,90,Tesla,Model Y,2020,Government
52466,25488,SUV,91.1,MG,ZS EV,2020,Corporate
52467,16678,Compact SUV,44.3,Volkswagen,ID.4,2022,Municipal Utility
52468,28294,Compact SUV,82.4,Renault,ZOE,2024,Rental Agency
52469,27934,Crossover,31.9,Mahindra,XUV400,2019,Delivery Service
52470,29161,Coupe,62.9,Audi,Q8 e-tron,2018,Ride-Sharing Partner
52471,25740,Minivan,97.6,Tata,Nexon EV,2024,Individual
52472,17499,Coupe,94.6,Hyundai,Kona Electric,2023,Individual
52473,12776,Luxury Sedan,47.9,BYD,Seal,2022,Ride-Sharing Partner
52474,28144,Compact SUV,56.7,Renault,ZOE,2019,Government
52475,29167,Minivan,38.7,Kia,EV6,2019,Ride-Sharing Partner
52476,25731,Pickup,38.6,Honda,e,2018,Ride-Sharing Partner
52477,22091,Luxury Sedan,58.1,Mahindra,XUV400,2023,Municipal Utility
52478,29622,Sedan,80,Hyundai,Kona Electric,2024,Ride-Sharing Partner
52479,14578,Electric Scooter,41.4,Ford,F-150 Lightning,2023,Delivery Service
52480,20693,SUV,37.3,Citroën,ë-C3,2021,Rental Agency
52481,17833,Coupe,33.4,Kia,Soul EV,2018,Ride-Sharing Partner
52482,29518,Minivan,92.5,Maruti Suzuki,Futuro-e,2023,Delivery Service
52483,18594,Three-Wheeler,62.2,Honda,Prologue,2022,Municipal Utility
52484,12114,Electric Bike,77.6,Hyundai,Kona Electric,2024,Rental Agency
52485,22644,Minivan,86.1,Mahindra,BE.05,2025,Fleet
52486,26097,Electric Bike,92,Mercedes-Benz,EQB,2019,Individual
52487,24498,Minivan,93.1,Honda,e,2020,Delivery Service
52488,22986,Pickup,43.9,Skoda,Enyaq iV,2022,Educational Institution
52489,12312,Minivan,63.4,Mercedes-Benz,EQE,2019,Individual
52490,18267,Convertible,55.7,Mercedes-Benz,EQS,2024,Ride-Sharing Partner
52491,25218,Hatchback,63.2,Tesla,Model S,2019,Government
52492,29817,Truck,48.7,Volkswagen,ID.3,2021,Fleet
52493,22043,Electric Scooter,91,Ford,Mustang Mach-E,2025,Government
52494,22994,Sedan,84.8,Nissan,Leaf,2023,Fleet
52495,16558,Convertible,54.7,Skoda,Enyaq iV,2019,Fleet
52496,28992,Truck,39.5,Renault,ZOE,2020,Taxi Operator
52497,16894,Electric Scooter,42.8,Volvo,XC40 Recharge,2024,Corporate
52498,29742,Pickup,46.8,BMW,i7,2018,Educational Institution
52499,21157,Luxury Sedan,42.2,Citroën,ë-C3,2021,Delivery Service
52500,11260,Coupe,63.1,Audi,Q4 e-tron,2019,Educational Institution
52501,12443,Electric Scooter,69.6,Tesla,Model S,2023,Educational Institution
52502,13215,Three-Wheeler,42.2,Audi,e-tron,2022,Taxi Operator
52503,15422,Three-Wheeler,73.6,Honda,Prologue,2018,Municipal Utility
52504,15044,Van,42.3,Nissan,Leaf,2018,Government
52505,27248,Luxury Sedan,73.8,Volkswagen,ID.4,2021,Municipal Utility
52506,28233,Pickup,92.4,Kia,EV6,2020,Government
52507,18083,Electric Bike,34.5,Kia,EV6,2020,Fleet
52508,18464,Minivan,78.4,BYD,e6,2023,Municipal Utility
52509,29390,Convertible,52.5,Audi,Q8 e-tron,2024,Delivery Service
52510,24466,Luxury Sedan,44.8,Citroën,ë-C3,2022,Delivery Service
52511,21614,Electric Scooter,64.1,Ford,Mustang Mach-E,2020,Rental Agency
52512,21282,Truck,67.3,Tesla,Model Y,2023,Fleet
52513,25391,Sedan,71.8,Citroën,ë-C3,2018,Fleet
52514,21190,Luxury Sedan,77.5,MG,Comet EV,2021,Fleet
52515,29790,Luxury Sedan,46.2,Audi,Q4 e-tron,2020,Corporate
52516,20371,Electric Scooter,93.5,Honda,e,2021,Rental Agency
52517,17324,Convertible,62.8,Citroën,ë-C3,2019,Educational Institution
52518,10862,Van,79.1,Kia,Soul EV,2024,Educational Institution
52519,11714,SUV,31.8,BMW,i4,2022,Taxi Operator
52520,26217,Electric Bike,89.3,BYD,e6,2020,Fleet
52521,11739,Three-Wheeler,65.9,Volvo,C40 Recharge,2020,Delivery Service
52522,29686,Electric Scooter,70.7,Honda,Prologue,2020,Fleet
52523,20850,Truck,53.8,Nissan,Ariya,2023,Taxi Operator
52524,21430,Minivan,60.4,Maruti Suzuki,Futuro-e,2024,Taxi Operator
52525,10105,Minivan,87.8,MG,Comet EV,2023,Fleet
52526,13187,Compact SUV,41.4,Kia,EV6,2018,Government
52527,17548,Three-Wheeler,47.9,Audi,Q4 e-tron,2024,Taxi Operator
52528,23097,Luxury Sedan,85.5,Citroën,ë-C3,2024,Taxi Operator
52529,12582,Van,77.2,Mahindra,eVerito,2024,Delivery Service
52530,18337,Minivan,70.7,Tata,Nexon EV,2021,Municipal Utility
52531,24087,Coupe,76,Ford,Mustang Mach-E,2020,Educational Institution
52532,23290,Hatchback,71.3,Jeep,Avenger EV,2025,Municipal Utility
52533,22639,Convertible,44.5,Mahindra,XUV400,2025,Individual
52534,25798,Electric Bike,47.1,BMW,iX,2022,Government
52535,26220,Electric Scooter,73.7,Kia,EV6,2019,Municipal Utility
52536,24514,Compact SUV,90.2,Audi,e-tron,2023,Educational Institution
52537,26450,SUV,61.6,Mercedes-Benz,EQE,2024,Educational Institution
52538,23920,Pickup,59,Renault,K-ZE,2018,Government
52539,16434,Hatchback,57.2,Jeep,Avenger EV,2020,Corporate
52540,13409,Luxury Sedan,31,Hyundai,Ioniq 5,2021,Government
52541,21436,SUV,38.3,Renault,ZOE,2020,Corporate
52542,22536,Truck,94.3,Tata,Nexon EV,2020,Municipal Utility
52543,22106,SUV,60.4,Skoda,Enyaq iV,2018,Ride-Sharing Partner
52544,12883,Hatchback,42.3,Tata,Punch EV,2021,Delivery Service
52545,22357,Minivan,79,Ford,F-150 Lightning,2021,Corporate
52546,16068,Convertible,46.6,Maruti Suzuki,Futuro-e,2019,Government
52547,28871,Pickup,99.2,Citroën,ë-C3,2023,Rental Agency
52548,15546,Crossover,73.1,Renault,K-ZE,2021,Delivery Service
52549,24992,Pickup,62.8,Volvo,XC40 Recharge,2021,Municipal Utility
52550,17083,Convertible,82.3,Tesla,Model Y,2022,Fleet
52551,26436,Truck,57.9,Tata,Punch EV,2024,Delivery Service
52552,11847,Van,35.2,MG,Comet EV,2020,Individual
52553,23557,Van,97.8,Renault,K-ZE,2020,Individual
52554,17000,Sedan,70,Honda,e,2021,Educational Institution
52555,11304,Sedan,34.1,Citroën,ë-C3,2024,Delivery Service
52556,10316,Electric Bike,31.8,Kia,EV6,2023,Government
52557,17000,Truck,65.8,Volvo,XC40 Recharge,2025,Corporate
52558,14660,Crossover,78.4,Mercedes-Benz,EQE,2025,Fleet
52559,22504,Electric Scooter,74.1,Mercedes-Benz,EQS,2021,Educational Institution
52560,27723,Luxury Sedan,79.8,Volkswagen,ID.3,2024,Government
52561,16352,SUV,69.1,Jeep,Avenger EV,2020,Municipal Utility
52562,11725,SUV,61.8,Hyundai,Ioniq 5,2021,Rental Agency
52563,12966,Three-Wheeler,39.3,Maruti Suzuki,Futuro-e,2022,Rental Agency
52564,26174,Van,37.6,Honda,Prologue,2020,Municipal Utility
52565,28401,Electric Scooter,50,Jeep,Avenger EV,2022,Government
52566,20673,Van,64.7,Volvo,XC40 Recharge,2019,Municipal Utility
52567,26673,Hatchback,79.2,BMW,i7,2022,Delivery Service
52568,26540,Electric Bike,86,Citroën,ë-C3,2018,Rental Agency
52569,19611,Hatchback,68.2,Volvo,XC40 Recharge,2018,Delivery Service
52570,25351,Three-Wheeler,38,Mercedes-Benz,EQS,2019,Delivery Service
52571,21043,Convertible,40.4,Volvo,XC40 Recharge,2019,Rental Agency
52572,22431,Electric Scooter,33.9,Ford,Mustang Mach-E,2021,Individual
52573,20511,Hatchback,97.3,Mercedes-Benz,EQB,2022,Government
52574,16194,Compact SUV,93.8,Renault,K-ZE,2022,Corporate
52575,13290,Crossover,44.5,Nissan,Ariya,2021,Corporate
52576,24173,Van,35.4,Tata,Nexon EV,2025,Individual
52577,14110,Convertible,58.5,Nissan,Ariya,2022,Educational Institution
52578,12424,Van,92.1,Kia,Soul EV,2025,Delivery Service
52579,27963,Pickup,98.1,Ford,Mustang Mach-E,2024,Government
52580,19405,Crossover,83.9,Skoda,Enyaq iV,2021,Corporate
52581,21736,Hatchback,89.6,MG,Comet EV,2020,Taxi Operator
52582,26334,Compact SUV,56.5,BMW,i4,2019,Taxi Operator
52583,13797,Minivan,90.8,Mahindra,eVerito,2023,Rental Agency
52584,21216,Convertible,75.4,Tata,Nexon EV,2022,Ride-Sharing Partner
52585,19456,Electric Bike,63.5,Nissan,Leaf,2019,Taxi Operator
52586,17255,Sedan,81.7,Maruti Suzuki,Futuro-e,2018,Ride-Sharing Partner
52587,19307,Compact SUV,80.2,BMW,i4,2020,Delivery Service
52588,11823,Sedan,67.6,MG,Comet EV,2021,Individual
52589,16136,Electric Bike,98.6,Hyundai,Ioniq 5,2020,Ride-Sharing Partner
52590,24971,Hatchback,74.2,Skoda,Enyaq iV,2022,Government
52591,21021,Compact SUV,54.7,Nissan,Ariya,2023,Municipal Utility
52592,22919,Electric Scooter,79.7,Mercedes-Benz,EQB,2020,Government
